restaurant_name,city,location,cuisine,cost_for_two,rating,restaurant_url,region
Sip 'N' Dine,Chandigarh,"Sector 7, Chandigarh",Multicuisine,₹500,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/sip-n-dine-sector-7-chandigarh-chandigarh-654651?deal_types[]=postpaid,North India
Cafe JC's,Chandigarh,"Sector 10, Chandigarh",Multicuisine,₹1500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/cafe-jcs-sector-10-chandigarh-706082,North India
Delhi Special Paranthe Wali Gali,Chandigarh,"Sector 22, Chandigarh",Multicuisine,₹300,1.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/delhi-special-paranthe-wali-gali-sector-22-chandigarh-665843,North India
Saffron,Chandigarh,"JW Marriott, Chandigarh",North Indian,₹3000,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/saffron-jw-marriott-sector-10-chandigarh-chandigarh-653680?deal_types[]=postpaid,North India
Komo House,Chandigarh,"Sector 7, Chandigarh",Multicuisine,₹1500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/komo-house-sector-7-chandigarh-711050?deal_types[]=postpaid,North India
Tatami,Chandigarh,"Sector 7, Chandigarh",Japanese,₹1500,4.1,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/tatami-sector-7-chandigarh-687620?deal_types[]=postpaid,North India
Pashtun,Chandigarh,"Sector 35, Chandigarh",North Indian,₹800,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/pashtun-sector-35-chandigarh-chandigarh-653962?deal_types[]=postpaid,North India
Cafe Cake Delights,Chandigarh,"Sector 35, Chandigarh",Multicuisine,₹1500,2.5,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/cafe-cake-delights-sector-35-chandigarh-696282?deal_types[]=postpaid,North India
Hard Rock Cafe,Chandigarh,"Sector 26, Chandigarh","Cocktail Menu, Finger Food",₹1500,3.9,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/hard-rock-cafe-sector-26-chandigarh-682276?deal_types[]=postpaid,North India
Refections Cafe,Chandigarh,"Sector 35, Chandigarh","Chinese, North Indian, Multicuisine",₹1500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/refections-cafe-sector-35-chandigarh-705177?deal_types[]=postpaid,North India
Barbeque Nation,Chandigarh,"Sector 26, Chandigarh","Multicuisine, Barbeque",₹1950,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/barbeque-nation-sector-26-chandigarh-chandigarh-653790,North India
Nomad PizzaBar,Chandigarh,"Sector 9, Chandigarh","Pizza, Italian",₹1200,2.5,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/nomad-pizzabar-sector-9-chandigarh-697120?deal_types[]=postpaid,North India
Sa Roca,Chandigarh,"Sector 10, Chandigarh",Multicuisine,₹1500,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/sa-roca-sector-10-chandigarh-705028?deal_types[]=postpaid,North India
Brooklyn Central,Chandigarh,"Sector 10, Chandigarh",American,₹1250,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/brooklyn-central-sector-10-chandigarh-688987?deal_types[]=postpaid,North India
Ikk Panjab,Chandigarh,"Sector 26, Chandigarh","North Indian, Punjabi",₹2500,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/ikk-panjab-sector-26-chandigarh-703256?deal_types[]=postpaid,North India
Spices,Chandigarh,"Hotel Park Inn, Chandigarh",Multicuisine,₹1400,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/spices-sector-35-chandigarh-chandigarh-654557?deal_types[]=postpaid,North India
Punjab Grill,Chandigarh,"Elante Mall, Chandigarh Industrial Area",North Indian,₹1400,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/punjab-grill-elante-mall-chandigarh-industrial-area-698333?deal_types[]=postpaid,North India
The Hedgehog Cafe,Chandigarh,"Sector 7, Chandigarh",Multicuisine,₹1200,4.7,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/the-hedgehog-cafe-sector-7-chandigarh-653848?deal_types[]=postpaid,North India
Koyo Koyo,Chandigarh,"Hyatt Centric, Chandigarh","Asian, Fusion",₹2000,3.8,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/koyo-koyo-hyatt-centric-chandigarh-689085?deal_types[]=postpaid,North India
Beyon,Chandigarh,"Sector 26, Chandigarh",Multicuisine,₹1500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/beyon-sector-26-chandigarh-703626?deal_types[]=postpaid,North India
9.9.9,Chandigarh,"JW Marriott, Chandigarh",Multicuisine,₹3000,2.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/999-jw-marriott-chandigarh-709393,North India
Chandigarh Baking Company,Chandigarh,"JW Marriott, Chandigarh",Cafe,₹700,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/chandigarh-baking-company-jw-marriott-sector-10-chandigarh-chandigarh-653689?deal_types[]=postpaid,North India
Baba Chicken (Baba's),Chandigarh,"Sector 26, Chandigarh",Multicuisine,₹1100,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/baba-chicken-babas-sector-26-chandigarh-692851?deal_types[]=postpaid,North India
Chawla's 2,Chandigarh,"Sector 22, Chandigarh",Indian,₹1400,1.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/chawlas-2-sector-22-chandigarh-696217?deal_types[]=postpaid,North India
La Vella Bistro and Bar,Chandigarh,"Sector 26, Chandigarh","Cocktail Menu, Finger Food",₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/la-vella-bistro-and-bar-sector-26-chandigarh-703014?deal_types[]=postpaid,North India
Bargain Booze,Chandigarh,"Sector 26, Chandigarh",Multicuisine,₹2000,3.7,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/bargain-booze-sector-26-chandigarh-658377?deal_types[]=postpaid,North India
Hyatt Centric - Lounge,Chandigarh,"Hyatt Centric, Chandigarh","Bakery, Coffee and Tea, Continental",₹1600,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/hyatt-centric-lounge-hyatt-centric-chandigarh-693700?deal_types[]=postpaid,North India
Novelty Restaurant,Chandigarh,"Sector 22, Chandigarh",Indian,₹800,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/novelty-restaurant-sector-22-chandigarh-chandigarh-654436?deal_types[]=postpaid,North India
AJA - Honestly Good Food,Chandigarh,"Sector 9, Chandigarh",Multicuisine,₹1300,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/aja-fresh-grilled-healthy-sector-9-chandigarh-670378,North India
Olive Cafe & Bar,Chandigarh,"Sector 26, Chandigarh",Mediterranean,₹1800,3.6,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/olive-cafe-bar-sector-26-chandigarh-683222?deal_types[]=postpaid,North India
Peddlers,Chandigarh,"Hotel Heritage, Chandigarh",Multicuisine,₹800,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/peddlers-hotel-heritage-sector-35-653678?deal_types[]=postpaid,North India
Chawla's 2 Since 1960,Chandigarh,"Sector 7, Chandigarh",North Indian,₹800,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/chawlas-2-since-1960-sector-7-chandigarh-684226?deal_types[]=postpaid,North India
Nukkar Dhaba,Chandigarh,"Sector 22, Chandigarh",North Indian,₹500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/nukkar-dhaba-sector-22-chandigarh-chandigarh-655803?deal_types[]=postpaid,North India
Deflo,Chandigarh,"Sector 26, Chandigarh",Multicuisine,₹1500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/deflo-sector-26-chandigarh-710533?deal_types[]=postpaid,North India
Corby's,Chandigarh,"Hyatt Centric, Chandigarh",Multicuisine,₹2300,3.9,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/corbys-sector-17-chandigarh-685619?deal_types[]=postpaid,North India
BrewDog,Chandigarh,"Sector 26, Chandigarh",Finger Food,₹1500,1.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/brewdog-chandigarh-sector-26-chandigarh-687238?deal_types[]=postpaid,North India
Bali's Cafe Twist,Chandigarh,"Sector 35, Chandigarh",Fast Food,₹800,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/balis-cafe-twist-sector-35-chandigarh-702317?deal_types[]=postpaid,North India
Kake Da Hotel,Chandigarh,"Sector 28, Chandigarh","North Indian, Mughlai",₹1000,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/kake-da-hotel-sector-28-chandigarh-699291?deal_types[]=postpaid,North India
The Breevity Cafe,Chandigarh,"Sector 18, Chandigarh",Cafe,₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/the-breevity-cafe-sector-18-chandigarh-707752?deal_types[]=postpaid,North India
Shangri La Plus,Chandigarh,"Sector 35, Chandigarh",Chinese,₹900,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/shangri-la-plus-sector-35-chandigarh-656043,North India
So Delhi Khari Baoli,Chandigarh,"Sector 7, Chandigarh",Mughlai,₹800,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/so-delhi-khari-baoli-sector-7-chandigarh-656574?deal_types[]=postpaid,North India
Barista Coffee,Chandigarh,"Sector 35, Chandigarh","Coffee, Cafe",₹300,4.8,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/barista-sector-35-chandigarh-chandigarh-655884,North India
Barista Diner,Chandigarh,"Sector 26, Chandigarh",Multicuisine,₹700,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/barista-diner-sector-26-chandigarh-700018,North India
The Brew Estate,Chandigarh,"Sector 26, Chandigarh",Multicuisine,₹2000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/the-brew-estate-sector-26-chandigarh-653815?deal_types[]=postpaid,North India
Barbar,Chandigarh,"Sector 35, Chandigarh","Cocktail Menu, Finger Food",₹1800,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/barbar-sector-35-chandigarh-696415?deal_types[]=postpaid,North India
Pizza Twist Cafe,Chandigarh,"Sector 35, Chandigarh",Italian,₹700,2.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/pizza-twist-cafe-sector-35-chandigarh-701640?deal_types[]=postpaid,North India
Brot Company,Jaipur,"Civil Lines, Jaipur","Pan Asian, Continental, Bakery",₹1600,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/brot-company-civil-lines-jaipur-690954?deal_types[]=postpaid,North India
Cafe Auberge,Jaipur,"Civil Lines, Jaipur",Multicuisine,₹800,4.8,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/cafe-auberge-civil-lines-jaipur-685005?deal_types[]=postpaid,North India
Dyore Experiences,Jaipur,"C Scheme, Jaipur",Multicuisine,₹1800,3.3,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/dyore-experiences-c-scheme-jaipur-697736?deal_types[]=postpaid,North India
Spice Court,Jaipur,"Civil Lines, Jaipur","Beverages, Multicuisine",₹800,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/spice-court-civil-lines-jaipur-646693?deal_types[]=postpaid,North India
Spice It,Jaipur,"Ibis Hotel, Jaipur",Multicuisine,₹1600,3.8,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/spice-it-civil-lines-jaipur-646811?deal_types[]=postpaid,North India
Little French Home,Jaipur,"Gopalbari, Jaipur",Continental,₹1200,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/little-french-home-gopalbari-jaipur-696264?deal_types[]=postpaid,North India
Zarza Club & Terrace,Jaipur,"Bais Godam, Jaipur",Multicuisine,₹1500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/zarza-bais-godam-jaipur-670096?deal_types[]=postpaid,North India
Brewvana Coffee House,Jaipur,"C Scheme, Jaipur","Cafe, Coffee and Tea",₹1200,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/brewvana-cafe-c-scheme-jaipur-692001?deal_types[]=postpaid,North India
Nibs Cafe & Chocolataria,Jaipur,"Gopalbari, Jaipur",Cafe,₹600,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/nibs-cafe-chocolataria-gopalbari-jaipur-673085?deal_types[]=postpaid,North India
Veda by Jaipur Coffee Co.,Jaipur,"Hathroi, Jaipur",Multicuisine,₹1400,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/veda-by-jaipur-coffee-co-hathroi-jaipur-703174?deal_types[]=postpaid,North India
Le Farsan - Rooftop & Cafe,Jaipur,"C Scheme, Jaipur",Indian,₹1300,4.7,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/le-farsan-rooftop-cafe-c-scheme-jaipur-696696?deal_types[]=postpaid,North India
Peshawri,Jaipur,"ITC Rajputana Hotel, Jaipur",North West Frontier,₹4500,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/peshawri-gopalbari-jaipur-646636?deal_types[]=postpaid,North India
Thirsty Camel,Jaipur,"Hathroi, Jaipur",Multicuisine,₹1600,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/thirsty-camel-hathroi-jaipur-703177?deal_types[]=postpaid,North India
Café White Sage,Jaipur,"Civil Lines, Jaipur",Multicuisine,₹1900,4.8,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/cafe-white-sage-civil-lines-jaipur-672876?deal_types[]=postpaid,North India
TGIH - Thank God It's Healthy,Jaipur,"Gopalbari, Jaipur",Healthy Food,₹900,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/tgih-thank-god-its-healthy-gopalbari-jaipur-694650?deal_types[]=postpaid,North India
Jaipur Pavilion,Jaipur,"ITC Rajputana Hotel, Jaipur",Multicuisine,₹1800,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/jaipur-pavilion-gopalbari-jaipur-646316,North India
Meraaki Kitchen,Jaipur,"Civil Lines, Jaipur","Italian, North Indian, Chinese",₹1000,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/meraaki-kitchen-civil-lines-jaipur-653449?deal_types[]=postpaid,North India
Gulabi Nagari,Jaipur,"Bani Park, Jaipur","North Indian, Chinese",₹1200,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/gulabi-nagari-bani-park-jaipur-657164?deal_types[]=postpaid,North India
Strings-Cocktail Lounge,Jaipur,"C Scheme, Jaipur","Cocktail Menu, Multicuisine",₹1600,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/strings-cocktail-lounge-c-scheme-jaipur-694647?deal_types[]=postpaid,North India
Le Farsan - Thali Restaurant,Jaipur,"C Scheme, Jaipur",Indian,₹1000,2.3,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/le-farsan-thali-restaurant-c-scheme-jaipur-696694?deal_types[]=postpaid,North India
Daniel's Oriental Kitchen,Jaipur,"Gopalbari, Jaipur",oriental,₹800,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/daniels-oriental-kitchen-gopalbari-jaipur-704602?deal_types[]=postpaid,North India
Baari- The House of Fusion,Jaipur,"Gopalbari, Jaipur",Multicuisine,₹800,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/baari-the-house-of-fusion-gopalbari-jaipur-688881?deal_types[]=postpaid,North India
Waraahi,Jaipur,"C Scheme, Jaipur",Multicuisine,₹1000,3.7,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/waraahi-ashok-nagar-689725?deal_types[]=postpaid,North India
The Colonnade,Jaipur,"Rajmahal Palace, Jaipur",Multicuisine,₹6000,4.7,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/the-colonnade-sujan-rajmahal-palace-jaipur-657348?deal_types[]=postpaid,North India
Peacock Roof Top Restaurant,Jaipur,"Hotel Pearl Palace, Jaipur",Pan Asian,₹800,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/peacock-roof-top-restaurant-hotel-pearl-palace-jaipur-646115,North India
Beans & Buns By Hotel Anuraag Villa,Jaipur,"Bani Park, Jaipur",Multicuisine,₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/beans-buns-by-hotel-anuraag-villa-bani-park-jaipur-691720?deal_types[]=postpaid,North India
Kalyan Rooftop And Indoor Restaurant,Jaipur,"Gopalbari, Jaipur",Multicuisine,₹600,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/kalyan-rooftop-and-indoor-restaurant-gopalbari-jaipur-644985?deal_types[]=postpaid,North India
Chaat Bistro,Jaipur,"Civil Lines, Jaipur",Chaat,₹800,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/chaat-bistro-civil-lines-jaipur-702063?deal_types[]=postpaid,North India
Arth Spaces,Jaipur,"C Scheme, Jaipur",Cafe,₹900,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/arth-spaces-c-scheme-jaipur-697853?deal_types[]=postpaid,North India
Gree Ca Cafe,Jaipur,"Ashok Nagar, Jaipur",Multicuisine,₹800,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/gree-ca-cafe-ashok-nagar-jaipur-704650?deal_types[]=postpaid,North India
Sura - Cocktails & Cuisine,Jaipur,"Gopalbari, Jaipur",Multicuisine,₹2000,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/sura-cocktails-cuisine-gopalbari-jaipur-702982?deal_types[]=postpaid,North India
Chao - Chinese Bistro,Jaipur,"Holiday Inn Jaipur City Centre, Jaipur",Multicuisine,₹2500,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/chao-chinese-bistro-bais-godam-jaipur-644973?deal_types[]=postpaid,North India
Farmacy - A Healthy Restaurant By Doctors,Jaipur,"C Scheme, Jaipur",Multicuisine,₹800,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/farmacy-a-healthy-restaurant-by-doctors-c-scheme-jaipur-683171?deal_types[]=postpaid,North India
Handi Restaurant,Jaipur,"MI Road, Jaipur",Multicuisine,₹1200,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/handi-restaurant-mi-road-jaipur-647940?deal_types[]=postpaid,North India
The Night Jar,Jaipur,"MI Road, Jaipur",Multicuisine,₹800,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/the-night-jar-mi-road-jaipur-657227?deal_types[]=postpaid,North India
Cafe Bae,Jaipur,"Hotel Las Vegas, Jaipur","Continental, Bakery",₹1500,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/caf-bae-bais-godam-jaipur-645642?deal_types[]=postpaid,North India
Native Cocktail Room,Jaipur,"Hotel Pearl Palace, Jaipur",Multicuisine,₹2000,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/native-cocktail-room-hotel-pearl-palace-jaipur-703291,North India
Sipsss,Jaipur,"Gopalbari, Jaipur",Multicuisine,₹1000,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/sipsss-gopalbari-jaipur-697849?deal_types[]=postpaid,North India
Z Club,Jaipur,"Tonk Road, Jaipur",Multicuisine,₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/z-club-tonk-road-jaipur-705721?deal_types[]=postpaid,North India
Palila Cafe & Kitchen,Jaipur,"Gopalbari, Jaipur",Italian,₹900,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/palila-cafe-gopalbari-jaipur-683357?deal_types[]=postpaid,North India
Jal Mahal,Jaipur,"ITC Rajputana Hotel, Jaipur",Multicuisine,₹3300,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/jal-mahal-haveli-restaurant-amer-road-jaipur-645504,North India
OTH - On The House,Jaipur,"C Scheme, Jaipur",Multicuisine,₹1100,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/on-the-house-c-scheme-jaipur-646713?deal_types[]=postpaid,North India
The Dome,Jaipur,"MI Road, Jaipur",Multicuisine,₹1500,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/the-dome-mi-road-jaipur-684943?deal_types[]=postpaid,North India
Diona - Ale Works | Kitchen | Bar,Jaipur,"Shyam Nagar, Jaipur","Cocktail Menu, Multicuisine",₹2000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/jaipur/diona-ale-works-kitchen-bar-shyam-nagar-jaipur-696073?deal_types[]=postpaid,North India
